"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"171","경상북도 청도군 화양읍 합천리","4**","단독","8m미만","97.14","407.00","202507","16","7,749","개인","개인","1988","상천리길","-","직거래","-"
"172","경상북도 청도군 화양읍 합천리","4**","단독","8m미만","41.32","73.00","202507","16","2,200","개인","개인","1981","상천리길","-","직거래","-"
"173","전북특별자치도 전주시 완산구 중화산동1가","1**","단독","8m미만","65.52","165.00","202507","16","8,800","개인","개인","1971","강당4길","-","직거래","-"
"174","전라남도 해남군 황산면 옥동리","2**","단독","8m미만","59.50","324.00","202507","16","5,300","개인","개인","1900","삼호길","-","중개거래","전남 해남군"
"175","강원특별자치도 강릉시 구정면 제비리","*","단독","12m미만","157.75","490.00","202507","16","30,000","개인","개인","2015","정등로","-","중개거래","강원 강릉시"
"176","울산광역시 중구 복산동","3**","단독","8m미만","183.26","243.00","202507","16","80,800","법인","개인","1986","손골3길","-","직거래","-"
"177","강원특별자치도 원주시 귀래면 운계리","1**","단독","8m미만","75.20","419.00","202507","16","14,450","개인","개인","2013","북원로","-","중개거래","강원 원주시"
"178","경상북도 문경시 점촌동","4**","단독","8m미만","39.45","99.00","202507","16","4,300","개인","개인","1981","중앙시장2길","-","중개거래","경북 문경시"
"179","서울특별시 종로구 가회동","3*","단독","8m미만","175.46","138.80","202507","16","250,000","개인","개인","2018","북촌로11가길","-","중개거래","서울 서초구"
"180","충청남도 논산시 광석면 신당리","9*","단독","8m미만","75.92","360.00","202507","16","10,000","개인","개인","1970","장마루로","-","직거래","-"
"181","충청남도 논산시 양촌면 신기리","3**","단독","8m미만","17.02","1057.00","202507","16","4,000","개인","개인","1970","신기2길","-","직거래","-"
"182","충청남도 금산군 금산읍 중도리","1**","단독","8m미만","39.62","254.00","202507","16","6,000","개인","개인","1972","탑선길","-","직거래","-"
"183","대구광역시 동구 검사동","7**","단독","8m미만","90.22","142.00","202507","16","10,000","개인","개인","1978","동촌로25길","-","직거래","-"
"184","경상북도 구미시 송정동","1*","다가구","8m미만","615.68","351.00","202507","16","99,000","개인","개인","2014","신시로22길","-","중개거래","경북 구미시"
"185","강원특별자치도 철원군 서면 와수리","2*","단독","12m미만","83.00","405.00","202507","15","9,000","개인","개인","1996","대성로","-","직거래","-"
"186","경상남도 남해군 남면 임포리","4**","단독","8m미만","93.78","159.00","202507","15","6,100","개인","개인","1924","남면로1342번길","-","중개거래","인천 서구"
"187","충청남도 홍성군 홍북읍 상하리","1**","단독","8m미만","345.38","960.00","202507","15","38,000","개인","법인","2016","용봉산3길","-","중개거래","충남 홍성군"
"188","충청남도 보령시 청라면 나원리","1***","단독","8m미만","28.52","426.00","202507","15","2,000","개인","개인","1990","원모루길","-","직거래","-"
"189","강원특별자치도 양구군 국토정중앙면 청리","1***","단독","8m미만","89.07","381.90","202507","15","30,300","개인","개인","2012","전원마을길","-","직거래","-"
"190","전북특별자치도 전주시 완산구 남노송동","1**","단독","8m미만","35.23","149.00","202507","15","9,500","개인","개인","1957","마당재1길","-","중개거래","전북 전주시 완산구"
"191","경상북도 문경시 가은읍 하괴리","7**","단독","8m미만","49.68","130.00","202507","15","6,300","개인","개인","2009","","-","직거래","-"
"192","부산광역시 강서구 신호동","2**","다가구","25m미만","307.40","205.10","202507","15","56,500","개인","개인","2015","신호산단4로64번길","20250715","중개거래","부산 강서구"
"193","충청남도 홍성군 홍북읍 상하리","1**","단독","8m미만","345.38","960.00","202507","15","38,000","개인","법인","2016","용봉산3길","20250721","중개거래","충남 홍성군"
"194","전북특별자치도 전주시 완산구 중화산동2가","2*","단독","8m미만","113.29","145.00","202507","15","15,000","개인","개인","1984","선너머1길","-","직거래","-"
"195","충청북도 청주시 상당구 방서동","8**","다가구","12m미만","473.83","279.80","202507","15","120,850","법인","개인","2025","월운로36번길","-","직거래","-"
"196","강원특별자치도 인제군 기린면 북리","1***","단독","8m미만","61.15","287.00","202507","15","12,400","개인","개인","2018","운이덕길","-","중개거래","강원 원주시"
"197","경상북도 경주시 문무대왕면 어일리","1***","단독","8m미만","82.26","169.00","202507","15","9,400","개인","개인","1996","어일2길","-","직거래","-"
"198","대전광역시 동구 대동","4**","단독","8m미만","28.23","70.00","202507","15","9,067","개인","개인","1966","대동로20번길","-","중개거래","대전 동구"
"199","경기도 평택시 고덕면 두릉리","7**","단독","12m미만","180.88","496.90","202507","15","70,000","개인","개인","2011","황구지마을길","-","중개거래","경기 평택시"
"200","경기도 성남시 수정구 태평동","1**","다가구","8m미만","132.42","73.70","202507","15","34,000","개인","개인","1984","시민로260번길","-","중개거래","경기 광명시, 경기 성남시 수정구"
"201","경기도 성남시 수정구 태평동","7***","다가구","8m미만","134.15","114.20","202507","15","81,180","기타","개인","1983","남문로144번길","-","중개거래","경기 성남시 수정구"
"202","전라남도 영암군 금정면 아천리","7**","단독","8m미만","109.84","423.00","202507","15","950","개인","개인","1956","관송토동길","-","직거래","-"
"203","강원특별자치도 원주시 신림면 황둔리","1***","단독","12m미만","146.68","660.00","202507","15","30,000","개인","개인","1964","신림황둔로","-","중개거래","강원 원주시"
"204","전북특별자치도 정읍시 상평동","2*","단독","8m미만","60.48","172.00","202507","15","4,500","개인","개인","1981","용신길","-","직거래","-"
"205","경기도 포천시 관인면 초과리","1**","단독","8m미만","48.24","383.00","202507","15","9,000","개인","개인","1996","창동로1754번길","-","중개거래","경기 포천시"
"206","경상남도 거제시 능포동","7**","단독","8m미만","59.60","175.00","202507","15","6,300","개인","개인","1974","옥수로3길","-","직거래","-"
"207","경상남도 하동군 하동읍 읍내리","1***","단독","8m미만","37.02","834.00","202507","15","14,000","개인","개인","1966","향교2길","-","직거래","-"
"208","부산광역시 남구 문현동","1***","단독","8m미만","106.84","125.00","202507","15","15,000","개인","개인","1984","장고개로67번길","-","중개거래","부산 남구"
"209","전북특별자치도 완주군 봉동읍 둔산리","4*","단독","8m미만","84.62","625.00","202507","15","6,000","개인","개인","1935","둔산신봉길","-","직거래","-"
"210","강원특별자치도 강릉시 노암동","8**","단독","8m미만","129.46","132.50","202507","15","15,800","개인","개인","2003","노가니남길32번길","-","중개거래","강원 강릉시"
"211","전라남도 무안군 일로읍 월암리","1**","단독","8m미만","61.88","129.00","202507","15","2,600","개인","개인","2000","일로로","-","직거래","-"
"212","전북특별자치도 완주군 용진읍 운곡리","2**","단독","8m미만","123.53","585.00","202507","15","7,000","개인","개인","2012","지동봉계길","-","직거래","-"
"213","전북특별자치도 완주군 동상면 수만리","3**","단독","8m미만","85.28","538.00","202507","15","5,700","개인","개인","2014","송광수만로","-","직거래","-"
"214","대구광역시 서구 비산동","7*","단독","8m미만","29.98","60.00","202507","15","10,400","개인","개인","1977","달서로36길","-","중개거래","대구 서구"
"215","대전광역시 동구 대동","4**","단독","8m미만","28.23","70.00","202507","15","9,067","개인","개인","1966","대동로20번길","20250718","중개거래","대전 동구"
"216","대전광역시 동구 대동","4**","단독","8m미만","107.64","159.40","202507","15","34,000","개인","개인","1966","대동로20번길","-","중개거래","대전 동구"
"217","강원특별자치도 춘천시 사북면 원평리","4**","단독","8m미만","134.35","293.00","202507","15","11,000","개인","개인","2001","말고개길","-","직거래","-"
"218","서울특별시 광진구 구의동","2**","단독","8m미만","214.55","194.40","202507","15","230,000","법인","개인","1978","자양로22길","-","중개거래","서울 광진구"
"219","서울특별시 동작구 신대방동","6**","단독","8m미만","179.55","128.60","202507","15","62,000","개인","개인","1987","신대방1가길","-","중개거래","서울 동작구"
"220","경기도 김포시 양촌읍 학운리","9**","단독","8m미만","152.06","597.00","202507","15","18,200","개인","개인","2007","고음달로192번길","-","직거래","-"
"221","제주특별자치도 서귀포시 남원읍 하례리","1***","단독","8m미만","39.67","238.00","202507","15","5,000","개인","개인","1977","하례로591번길","-","직거래","-"
"222","경상남도 하동군 화개면 정금리","9**","단독","8m미만","110.94","530.00","202507","15","35,000","개인","개인","2014","백혜길","-","직거래","-"
"223","경상북도 경주시 안강읍 산대리","7**","단독","8m미만","68.42","239.00","202507","15","11,976","개인","개인","1988","석정길","-","직거래","-"
"224","경상북도 성주군 성주읍 학산리","6**","단독","8m미만","119.20","337.00","202507","15","4,500","개인","개인","1945","학산3길","-","중개거래","경북 성주군"
"225","서울특별시 관악구 봉천동","4**","다가구","8m미만","286.92","120.94","202507","15","50,000","개인","개인","1993","양녕로6가길","20250715","중개거래","서울 관악구"
"226","전라남도 영광군 군남면 설매리","9**","단독","8m미만","23.10","138.00","202507","15","1,500","개인","개인","1950","봉덕로12길","-","중개거래","전남 영광군"
"227","서울특별시 강북구 수유동","4**","단독","8m미만","39.17","76.00","202507","15","24,000","개인","개인","1985","삼양로73가길","-","직거래","-"
"228","제주특별자치도 제주시 애월읍 하귀2리","1***","단독","8m미만","62.81","413.00","202507","15","38,000","개인","개인","1990","하귀미수동길","-","직거래","-"
"229","서울특별시 마포구 대흥동","5**","단독","8m미만","43.14","86.00","202507","15","70,000","개인","개인","1967","독막로40길","-","중개거래","서울 마포구"
"230","전라남도 나주시 금천면 신가리","5**","단독","12m미만","57.60","249.00","202507","15","4,000","법인","개인","1999","","-","중개거래","광주 서구"
"231","경기도 수원시 장안구 천천동","3**","단독","8m미만","400.24","203.70","202507","15","130,000","법인","개인","2008","일월로66번길","-","직거래","-"
"232","전라남도 나주시 금천면 신가리","5**","단독","12m미만","57.60","249.00","202507","15","4,000","법인","개인","1999","","20250715","중개거래","광주 서구"
"233","전라남도 나주시 금천면 신가리","5**","단독","12m미만","57.60","249.00","202507","15","2,000","법인","개인","1999","","20250715","중개거래","광주 서구"
"234","전북특별자치도 전주시 덕진구 인후동1가","5**","단독","8m미만","70.73","152.00","202507","15","6,500","개인","개인","1978","진버들1길","-","직거래","-"
"235","서울특별시 성북구 돈암동","5**","단독","8m미만","122.38","144.00","202507","15","68,000","개인","개인","1964","아리랑로12길","-","중개거래","서울 성북구"
"236","충청남도 예산군 고덕면 용리","1***","단독","8m미만","126.63","590.00","202507","15","7,460","개인","개인","2015","용리1길","-","직거래","-"
"237","충청남도 예산군 덕산면 북문리","2**","단독","8m미만","79.14","400.00","202507","15","26,000","개인","개인","2022","봉운로","-","중개거래","충남 예산군"
"238","경상남도 양산시 상북면 대석리","4**","단독","8m미만","85.80","131.00","202507","15","12,500","개인","개인","1980","대석1길","-","직거래","-"
"239","전북특별자치도 고창군 고창읍 월곡리","9**","단독","25m미만","114.26","475.60","202507","15","30,000","개인","개인","2013","월곡뉴타운1길","-","중개거래","전북 고창군"
