"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"140","경기도 성남시 중원구 은행동","2453","2453","0000","엘지빌라(A)","45.5100","11.0600","202507","18","16,000","4","개인","개인","1997","자혜로57번길 4","-","직거래","-","-"
"141","충청남도 당진시 채운동","237-3","0237","0003","무궁화","59.7600","57.6000","202507","18","5,900","2","개인","개인","1983","백암로 192","-","중개거래","충남 당진시","-"
"142","서울특별시 은평구 역촌동","51-52","0051","0052","늘푸른마을","38.6400","22.2520","202507","18","23,500","2","개인","개인","2012","갈현로12길 8","-","중개거래","서울 은평구","-"
"143","서울특별시 동작구 상도동","299-2","0299","0002","대영빌라(299-2)","45.9800","21.2600","202507","18","23,700","1","개인","개인","1994","국사봉10길 8","-","중개거래","서울 동작구","-"
"144","경상남도 진주시 망경동","86-7","0086","0007","망경국민주택","65.6900","67.9375","202507","18","7,500","2","개인","개인","1984","망경남길 66","-","직거래","-","-"
"145","충청남도 금산군 금산읍 상리","27-28","0027","0028","벨로체빌라트B동","76.5575","52.0375","202507","18","11,700","1","개인","개인","2006","군청1길 10","-","직거래","-","-"
"146","경기도 용인시 수지구 죽전동","575-1","0575","0001","더프라임","46.2800","24.9020","202507","18","26,800","3","개인","개인","2016","현암로63번길 30","-","중개거래","경기 용인시 수지구, 대전 유성구","-"
"147","경기도 양평군 양서면 양수리","612-2","0612","0002","강변빌라","67.5300","71.0000","202507","18","13,750","2","개인","개인","1984","양수로172번길 5","-","직거래","-","-"
"148","충청북도 음성군 삼성면 덕정리","594-5","0594","0005","별무늬(103-가,나동)","59.6900","38.7320","202507","18","4,500","4","개인","개인","1993","덕정로 110-1","-","중개거래","충북 음성군","-"
"149","서울특별시 강서구 화곡동","1047","1047","0000","평화빌라","53.0800","22.2200","202507","18","31,900","1","개인","개인","1994","화곡로19길 30","-","중개거래","서울 강서구","-"
"150","서울특별시 노원구 하계동","281","0281","0000","선경빌라","84.9200","88.4500","202507","18","60,000","2","법인","개인","1995","공릉로 332","-","중개거래","서울 노원구","-"
"151","경기도 이천시 창전동","429-26","0429","0026","하이츠빌라3차(가동)","59.9300","46.6952","202507","18","10,000","2","개인","개인","1985","향교로 65","-","직거래","-","-"
"152","경기도 이천시 진리동","327","0327","0000","국민주택","54.2400","97.2820","202507","18","11,200","2","개인","개인","1984","경충대로 2487-3","-","직거래","-","-"
"153","부산광역시 수영구 광안동","1039-7","1039","0007","명성프리미엄","24.6100","16.6000","202507","18","12,600","5","법인","개인","2015","연수로382번길 20","-","중개거래","부산 수영구","-"
"154","부산광역시 수영구 광안동","1039-7","1039","0007","명성프리미엄","16.1200","10.9000","202507","18","10,300","3","개인","개인","2015","연수로382번길 20","-","중개거래","부산 수영구, 부산 연제구","-"
"155","서울특별시 광진구 구의동","587-55","0587","0055","삼익빌라","36.0400","29.6700","202507","18","27,000","-1","개인","개인","1991","강변역로2길 33","-","직거래","-","-"
"156","서울특별시 광진구 구의동","60-68","0060","0068","준하우스","56.2800","33.4300","202507","18","48,400","2","개인","개인","2012","천호대로136길 17-5","20250719","중개거래","서울 광진구","-"
"157","서울특별시 광진구 구의동","60-68","0060","0068","준하우스","56.2800","33.4300","202507","18","48,400","2","개인","개인","2012","천호대로136길 17-5","-","중개거래","서울 광진구","-"
"158","서울특별시 광진구 구의동","596-8","0596","0008","힐카운티8","44.0600","26.1500","202507","18","48,000","3","개인","개인","2017","뚝섬로 732","-","중개거래","서울 서초구","-"
"159","부산광역시 수영구 광안동","1039-7","1039","0007","명성프리미엄","15.6200","10.6000","202507","18","10,000","5","개인","개인","2015","연수로382번길 20","-","중개거래","부산 수영구, 부산 연제구","-"
"160","서울특별시 은평구 구산동","25-49","0025","0049","벨에어하우스(B동)","49.4000","31.2500","202507","18","30,000","5","개인","개인","2017","갈현로16길 14-4","-","중개거래","서울 은평구","-"
"161","서울특별시 은평구 구산동","1-3","0001","0003","(1-3)","30.0000","12.5044","202507","18","22,000","6","개인","개인","2011","연서로 133-3","-","중개거래","서울 은평구","-"
"162","경기도 성남시 수정구 산성동","491","0491","0000","반석빌라(491-0)","54.7300","13.9150","202507","18","19,000","-1","개인","개인","1997","수정로456번길 67","-","직거래","-","-"
"163","전북특별자치도 익산시 신동","773-24","0773","0024","일득빌라","36.3000","23.8214","202507","18","2,350","3","개인","개인","1990","인북로66길 41","-","중개거래","전북 익산시","-"
"164","충청남도 예산군 예산읍 창소리","314-2","0314","0002","아정2동","47.1900","51.6600","202507","18","2,700","1","개인","개인","1987","창말로38번길 24","-","직거래","-","-"
"165","경기도 성남시 수정구 산성동","148","0148","0000","초원빌라","59.7900","18.8800","202507","18","38,500","4","개인","개인","1997","수정남로326번길 7","-","중개거래","서울 송파구","-"
"166","울산광역시 중구 동동","245","0245","0000","병영아트홈A동","52.4200","28.7700","202507","18","4,000","3","개인","개인","1989","병영12길 32","-","직거래","-","-"
"167","울산광역시 남구 신정동","507-20","0507","0020","풍성그린빌라","53.5500","25.7333","202507","18","8,000","4","개인","개인","1991","중앙로242번길 14","-","중개거래","울산 남구","-"
"168","대전광역시 대덕구 신탄진동","150-11","0150","0011","브리스빌","49.2909","91.5773","202507","17","8,500","1","법인","개인","2017","신탄진동로 68","-","직거래","-","-"
"169","대전광역시 대덕구 신탄진동","150-11","0150","0011","브리스빌","54.5508","101.3497","202507","17","9,700","3","법인","개인","2017","신탄진동로 68","-","직거래","-","-"
"170","충청남도 당진시 읍내동","186-2","0186","0002","평화빌라(가동)","58.1200","40.3250","202507","17","4,900","1","개인","개인","1992","교동1길 35","-","중개거래","충남 당진시","25.07.17"
"171","경기도 광명시 광명동","727-8","0727","0008","동성빌라(727-8)","67.9800","34.2300","202507","17","28,550","4","개인","개인","1995","도덕로28번안길 15-10","-","중개거래","경기 광명시","-"
"172","인천광역시 서구 연희동","701-8","0701","0008","굿모닝힐타운(214,215)동","44.2600","23.2300","202507","17","8,000","1","개인","개인","2002","간촌로 24-2","-","중개거래","인천 서구","-"
"173","서울특별시 중랑구 면목동","175-102","0175","0102","엔젤하우스A동","24.2500","12.3700","202507","17","20,800","6","개인","개인","2013","동일로95길 10","-","중개거래","서울 중랑구","-"
"174","서울특별시 금천구 시흥동","892-40","0892","0040","운서맨션","44.8100","27.2000","202507","17","29,000","3","개인","개인","2003","시흥대로54길 12-1","-","중개거래","서울 금천구","-"
"175","대전광역시 서구 도마동","105-61","0105","0061","산성프린스A동","46.4900","31.5600","202507","17","15,000","3","개인","개인","1990","사마6길 58","-","중개거래","대전 서구","-"
"176","경기도 용인시 처인구 유방동","326-3","0326","0003","덕성빌라","66.3900","43.5000","202507","17","12,000","4","개인","개인","1994","백옥대로1370번길 9","-","중개거래","경기 용인시 처인구","-"
"177","부산광역시 수영구 광안동","133-31","0133","0031","오크라","16.7750","11.0071","202507","17","17,000","3","개인","개인","2020","수영로600번길 93-4","-","중개거래","부산 수영구, 부산 연제구","-"
"178","서울특별시 도봉구 쌍문동","81-66","0081","0066","동인빌라(가)","61.8000","32.3800","202507","17","20,000","2","개인","개인","2002","노해로59길 25","-","중개거래","서울 도봉구","-"
"179","경상북도 울진군 울진읍 연지리","842","0842","0000","서현힐스빌A동","59.1800","36.3749","202507","17","18,700","5","개인","개인","2020","새마실5길 90","-","직거래","-","-"
"180","대전광역시 서구 도마동","105-61","0105","0061","산성프린스A동","46.4900","31.5800","202507","17","15,500","2","개인","개인","1990","사마6길 58","-","중개거래","대전 서구","-"
"181","경상북도 포항시 남구 대도동","457","0457","0000","세한빌라2차","41.2700","38.2900","202507","17","2,400","4","개인","개인","1992","상공로18번길 17-1","-","중개거래","경북 포항시 북구","-"
"182","부산광역시 동래구 안락동","431-3","0431","0003","어반스테이","19.0200","13.1300","202507","17","15,300","5","개인","개인","2022","명안로17번길 83","-","중개거래","부산 동래구","-"
"183","서울특별시 은평구 역촌동","40-4","0040","0004","동인에버빌(40-4)","54.2600","32.4920","202507","17","39,300","3","개인","개인","2013","진흥로5길 7","-","중개거래","서울 은평구","-"
"184","경기도 부천시 소사구 괴안동","102-1","0102","0001","동보빌라","39.1200","17.5300","202507","17","11,000","4","개인","개인","2002","부광로42번길 59","-","중개거래","경기 부천시 소사구","-"
"185","서울특별시 은평구 역촌동","38-49","0038","0049","(38-49)","40.4700","19.9300","202507","17","17,500","3","개인","개인","1992","진흥로1길 13-14","-","중개거래","서울 은평구","-"
"186","경상북도 포항시 남구 오천읍 원리","932-11","0932","0011","경인파크(B동)","80.2700","47.3900","202507","17","9,000","2","개인","개인","2012","냉천로298번길 55","-","중개거래","경북 포항시 북구","-"
"187","충청북도 음성군 음성읍 읍내리","426-9","0426","0009","영광빌라(라)","61.4900","44.7140","202507","17","4,400","3","개인","개인","1992","오성길1번길 10","-","직거래","-","25.07.17"
"188","경기도 이천시 부발읍 신원리","573","0573","0000","반야빌라","54.0600","39.8750","202507","17","3,800","4","개인","개인","1992","신원로57번길 8-19","-","중개거래","경기 이천시","-"
"189","충청남도 당진시 합덕읍 운산리","247-300","0247","0300","칠성빌라(나)","48.3900","39.5000","202507","17","4,500","1","개인","개인","1988","합덕시장로 120-30","-","중개거래","충남 당진시","-"
"190","경기도 수원시 권선구 구운동","935-27","0935","0027","해피하우스(가,나동)","48.1200","34.9996","202507","17","20,300","3","개인","개인","2016","구운로63번길 34","-","중개거래","경기 수원시 권선구","-"
"191","경기도 고양시 일산동구 식사동","716-48","0716","0048","미래타운8동9동","57.8600","63.7500","202507","17","19,800","1","개인","개인","2017","동국로 182","-","중개거래","서울 마포구","-"
"192","경상북도 영양군 영양읍 서부리","517-13","0517","0013","더테라스빌","84.8300","97.2300","202507","17","26,700","2","개인","개인","2024","낙원로 16-15","-","직거래","-","25.07.17"
"193","충청남도 부여군 부여읍 용정리","267-6","0267","0006","샤롯데7차(201동,202동)","84.2777","183.1250","202507","17","19,300","3","개인","개인","2016","용정로 35","-","중개거래","충남 부여군","-"
"194","경상북도 포항시 남구 오천읍 구정리","25-71","0025","0071","구정오천","46.1400","39.7143","202507","17","3,200","3","개인","개인","1981","정몽주로 674-10","-","중개거래","경북 포항시 남구","-"
"195","대전광역시 대덕구 신탄진동","150-11","0150","0011","브리스빌","49.2909","91.5773","202507","17","8,800","2","법인","개인","2017","신탄진동로 68","-","직거래","-","-"
"196","경기도 수원시 권선구 권선동","996-5","0996","0005","제일주택","41.0400","32.0780","202507","17","13,000","1","개인","개인","1987","세지로66번길 25-8","-","중개거래","경기 수원시 팔달구","-"
"197","경상남도 창원시 진해구 경화동","1154-11","1154","0011","혜성빌라(1154-11)","59.1700","36.3300","202507","17","6,900","2","개인","개인","1992","경화로25번길 19","-","중개거래","경남 창원시 진해구","-"
"198","경기도 성남시 수정구 양지동","263","0263","0000","태양맨션","59.2200","23.3700","202507","17","14,000","-1","개인","개인","2001","양지로 50-1","-","중개거래","경기 성남시 수정구","25.07.17"
"199","경기도 수원시 장안구 정자동","323-14","0323","0014","상아","45.4500","31.0900","202507","17","14,000","1","개인","개인","1994","대평로142번길 34","-","중개거래","경기 수원시 장안구","-"
"200","서울특별시 영등포구 대림동","1011-18","1011","0018","우성아트빌","29.9400","20.7800","202507","17","30,000","2","개인","개인","2016","대림로7다길 6","-","중개거래","서울 영등포구","-"
"201","경기도 안성시 죽산면 죽산리","412-1","0412","0001","재원빌라B동","69.2700","52.8000","202507","17","5,500","4","개인","개인","1994","죽산초교길 36-7","-","중개거래","경기 안성시","-"
"202","경상북도 청송군 진보면 이촌리","56-7","0056","0007","장관빌라","55.3500","45.7400","202507","17","3,800","1","개인","개인","1993","이촌3길 9","-","중개거래","경북 청송군","-"
"203","서울특별시 동작구 상도동","210-67","0210","0067","아네스트","38.5800","22.1600","202507","17","27,350","2","개인","개인","2012","양녕로25라길 35","-","중개거래","서울 동작구","-"
"204","경기도 부천시 소사구 괴안동","120-17","0120","0017","마크1빌라","35.7300","26.0700","202507","17","20,000","5","개인","개인","2020","안곡로 109","-","중개거래","서울 강서구","-"
