"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"150","광주광역시 광산구 송정동","990-12","0990","0012","현대디에코3차","65.8831","202507","16","15,800","7","개인","개인","2017","송정로16번길 12","-","중개거래","광주 광산구"
"151","서울특별시 동대문구 전농동","597-11","0597","0011","전농동복합시설(청량리역DUO196)","21.4100","202507","16","14,900","11","개인","개인","2015","왕산로 244","-","중개거래","서울 동대문구"
"152","인천광역시 남동구 구월동","1527","1527","0000","구월아시아드 더블루시티","22.7300","202507","16","8,000","9","개인","개인","2018","선수촌공원로 36","-","중개거래","인천 남동구"
"153","전라남도 순천시 조곡동","151-18","0151","0018","(151-18)","58.5200","202507","16","5,500","5","개인","개인","2010","역전길 67","-","중개거래","전남 순천시"
"154","서울특별시 강남구 자곡동","658","0658","0000","강남힐스테이트에코","24.1180","202507","16","16,500","6","개인","개인","2014","자곡로 202","-","중개거래","서울 강남구"
"155","서울특별시 마포구 서교동","394-25","0394","0025","동양한강트레벨","29.0900","202507","16","20,800","2","개인","개인","2004","양화로 56","-","중개거래","서울 마포구"
"156","경기도 수원시 팔달구 인계동","1016-2","1016","0002","현대하이엘","25.2700","202507","16","6,650","15","개인","개인","2004","경수대로 438","-","중개거래","경기 수원시 팔달구"
"157","경기도 부천시 원미구 중동","1141-3","1141","0003","신중동역 헤리움 메트로타워","22.4547","202507","16","12,400","18","개인","개인","2018"," 284","-","중개거래","경기 부천시 원미구"
"158","서울특별시 중구 황학동","808","0808","0000","올리브1","25.0500","202507","16","14,500","4","개인","개인","2004","난계로 163","-","중개거래","서울 서초구, 서울 중구"
"159","전북특별자치도 전주시 완산구 효자동3가","1525-1","1525","0001","1동(1525-1)","59.8880","202507","16","16,800","12","개인","개인","2013"," 194","-","중개거래","전북 전주시 완산구"
"160","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","23.1835","202507","16","17,000","10","개인","개인","2017","광명로 89","-","중개거래","경기 성남시 중원구"
"161","경기도 화성시 오산동","973","0973","0000","동탄역 반도유보라 아이비파크 8.0","56.2481","202507","16","36,000","27","개인","개인","2018","동탄광역환승로 73","-","중개거래","경기 화성시"
"162","경상남도 창원시 마산합포구 오동동","28-1","0028","0001","오동동 다:숲","57.9361","202507","16","12,000","2","개인","개인","2017","합포로 99","-","중개거래","경남 창원시 마산합포구"
"163","인천광역시 연수구 연수동","593-9","0593","0009","파티마오피스텔","11.7100","202507","16","2,500","9","개인","개인","2002","먼우금로222번길 41","-","중개거래","인천 연수구"
"164","부산광역시 해운대구 좌동","1459-5","1459","0005","까르띠움","36.4700","202507","16","8,000","5","개인","개인","2004","해운대로 785","-","중개거래","부산 해운대구"
"165","서울특별시 강남구 청담동","5","0005","0000","경원오피스텔","22.7700","202507","16","23,000","5","개인","개인","1991","도산대로 446","-","중개거래","서울 강남구"
"166","서울특별시 금천구 가산동","776","0776","0000","가산대명벨리온","16.5000","202507","15","10,500","12","법인","법인","2017","가산디지털2로 127-33","-","직거래","-"
"167","전북특별자치도 전주시 덕진구 송천동2가","1313","1313","0000","포레나 전주에코시티","84.3470","202507","15","33,500","19","법인","개인","2023"," 21","-","중개거래","전북 전주시 덕진구"
"168","제주특별자치도 제주시 일도이동","602-1","0602","0001","제주 신항 코아루 디펠리체","24.8573","202507","15","7,000","9","개인","개인","2019","고마로 16","-","중개거래","제주 제주시"
"169","서울특별시 마포구 상암동","1734","1734","0000","상암 한화 오벨리스크","19.9300","202507","15","10,000","3","개인","개인","2013","구룡길 19","-","중개거래","서울 마포구"
"170","부산광역시 연제구 연산동","1366-1","1366","0001","부산 더샵 시티애비뉴2차","29.9800","202507","15","12,900","27","개인","개인","2016","시청로 12","-","중개거래","부산 연제구"
"171","대구광역시 중구 동인동2가","51","0051","0000","국채보상공원 화성파크드림CITY","37.4168","202507","15","14,100","13","개인","개인","2015","국채보상로 655","-","중개거래","대구 중구"
"172","서울특별시 강동구 명일동","46-3","0046","0003","고덕역 대명벨리온","21.3124","202507","15","20,000","18","개인","개인","2021","고덕로 266","-","중개거래","서울 강동구"
"173","서울특별시 강동구 길동","415-16","0415","0016","청광플러스원큐브3차","17.6890","202507","15","9,500","6","개인","개인","2014","진황도로 87","-","중개거래","서울 강동구"
"174","경기도 화성시 오산동","969-6","0969","0006","광장프리미엄빌II","19.2100","202507","15","10,600","9","개인","개인","2018","동탄오산로 86-7","-","중개거래","경기 화성시"
"175","서울특별시 광진구 화양동","21-22","0021","0022","케이타워 오피스텔 B","18.8500","202507","15","13,500","10","개인","개인","2013","동일로30길 23","20250721","중개거래","서울 광진구"
"176","서울특별시 서초구 서초동","1677-1","1677","0001","브라운스톤서초","56.2600","202507","15","60,500","4","개인","개인","2006","서초대로 334","-","중개거래","서울 서초구"
"177","대구광역시 중구 동인동2가","51","0051","0000","국채보상공원 화성파크드림CITY","29.4168","202507","15","9,560","4","개인","개인","2015","국채보상로 655","-","중개거래","대구 중구"
"178","대구광역시 중구 동인동2가","51","0051","0000","국채보상공원 화성파크드림CITY","29.4168","202507","15","9,400","26","개인","개인","2015","국채보상로 655","-","중개거래","대구 중구"
"179","부산광역시 부산진구 연지동","290-31","0290","0031","아우름연지","67.2200","202507","15","26,000","5","개인","개인","2020","성지로46번길 17","-","직거래","-"
"180","대구광역시 동구 신암동","1840","1840","0000","iaan 센트럴D","52.2451","202507","15","18,800","8","개인","개인","2021"," ","-","중개거래","대구 남구, 대구 동구"
"181","부산광역시 해운대구 좌동","1478-1","1478","0001","해운대 좌동 SK 허브 올리브","24.8918","202507","15","4,500","7","개인","개인","2005","양운로 56","-","중개거래","부산 해운대구"
"182","경기도 부천시 원미구 중동","1079-2","1079","0002","블래스랜드","33.6000","202507","15","8,000","9","개인","개인","2005"," 317","20250715","중개거래","경기 부천시 원미구"
"183","경기도 부천시 원미구 중동","1141-3","1141","0003","신중동역 헤리움 메트로타워","27.2647","202507","15","16,400","13","개인","개인","2018"," 284","-","중개거래","경기 부천시 원미구"
"184","서울특별시 마포구 성산동","590-4","0590","0004","KCC상암스튜디오380","20.3500","202507","15","14,500","4","개인","개인","2014"," ","-","중개거래","서울 마포구"
"185","서울특별시 성동구 행당동","287-15","0287","0015","왕십리역이스타빌","23.8900","202507","15","20,250","11","개인","개인","2006","왕십리로 309","-","중개거래","서울 성동구"
"186","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202507","15","32,000","3","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"187","충청남도 천안시 서북구 성정동","1271","1271","0000","양지렉스빌오피스텔","31.9300","202507","15","3,400","8","개인","개인","2004","성정공원6길 1-10","-","중개거래","충남 천안시 서북구"
"188","서울특별시 송파구 방이동","46-2","0046","0002","사보이시티잠실","27.4785","202507","15","38,500","8","개인","개인","2021","오금로11길 45","-","중개거래","서울 송파구"
"189","대구광역시 동구 신천동","285-1","0285","0001","서한 코보스카운티","26.0700","202507","15","8,000","14","법인","개인","2014","동부로22길 2","-","중개거래","대구 수성구"
"190","서울특별시 서초구 서초동","1595-3","1595","0003","엘루크 서초","40.9249","202507","15","108,500","14","개인","개인","2025","반포대로18길 62","-","직거래","-"
"191","경상남도 창원시 진해구 용원동","1347","1347","0000","다인로얄팰리스 부산 신항2차","48.2187","202507","15","8,000","13","개인","개인","2020","신항2로 114","-","중개거래","경남 창원시 진해구"
"192","인천광역시 남동구 논현동","448","0448","0000","논현2차푸르지오시티","30.7040","202507","15","6,650","14","법인","개인","2013","남동서로236번길 30","-","중개거래","인천 남동구"
"193","서울특별시 은평구 진관동","100-2","0100","0002","은평뉴타운 신한 헤센스마트","20.0400","202507","15","11,950","9","개인","개인","2017","통일로 1020","-","중개거래","서울 은평구"
"194","경상남도 양산시 물금읍 가촌리","1290-2","1290","0002","양산 유림 노르웨이 아침","22.2321","202507","15","6,000","6","개인","개인","2018","메기로 203","-","중개거래","경남 양산시"
"195","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스 하버시티","29.9146","202507","15","10,000","18","개인","개인","2023"," ","-","중개거래","부산 동구"
"196","전북특별자치도 전주시 완산구 효자동3가","1693-5","1693","0005","웨스트빌 오피스텔","54.4100","202507","15","10,800","7","개인","개인","2013"," 161","-","중개거래","전북 전주시 완산구"
"197","충청남도 천안시 서북구 성정동","1271","1271","0000","양지렉스빌오피스텔","31.9300","202507","15","3,900","10","개인","개인","2004","성정공원6길 1-10","20250716","중개거래","충남 천안시 서북구"
"198","충청남도 천안시 서북구 성정동","1271","1271","0000","양지렉스빌오피스텔","31.9300","202507","15","3,900","10","개인","개인","2004","성정공원6길 1-10","-","중개거래","충남 천안시 서북구"
"199","서울특별시 강남구 역삼동","787-7","0787","0007","역삼 이스타빌","97.1400","202507","15","125,000","2","개인","개인","2011","도곡로 225","-","중개거래","서울 강남구"
"200","경기도 성남시 중원구 성남동","2164","2164","0000","영건센스빌","34.5100","202507","15","14,950","5","개인","개인","2004","산성대로 198","-","중개거래","경기 성남시 중원구"
"201","서울특별시 송파구 문정동","618","0618","0000","파크하비오","47.3700","202507","15","44,800","4","개인","개인",""," ","-","중개거래","서울 송파구"
"202","경기도 안양시 동안구 관양동","1597-1","1597","0001","한솔 센트럴파크","37.4000","202507","15","14,000","6","개인","개인","2004","시민대로 297","-","중개거래","경기 안양시 동안구"
"203","경기도 화성시 향남읍 구문천리","927-9","0927","0009","다인블루빌","49.8300","202507","15","7,500","15","법인","개인","2009","발안공단로3길 2","-","중개거래","경기 화성시"
"204","충청남도 아산시 배방읍 장재리","1721","1721","0000","코아루 테크노시티 오피스텔","33.6600","202507","15","11,631","7","개인","법인","2021","희망로46번길 8","-","직거래","-"
"205","부산광역시 수영구 광안동","98-1","0098","0001","수영역 삼정그린코아 더시티","24.8990","202507","15","13,000","14","개인","개인","2020","수영로666번길 6","-","중개거래","부산 수영구"
"206","인천광역시 연수구 송도동","149","0149","0000","롯데캐슬 캠퍼스타운","33.3380","202507","15","15,500","10","개인","개인","2016","송도과학로27번길 55","-","직거래","-"
"207","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","30.8100","202507","15","18,600","5","개인","개인","2003","성남대로172번길 12","-","중개거래","경기 성남시 분당구"
"208","경기도 안산시 단원구 고잔동","524","0524","0000","늘봄스위트빌1","29.4300","202507","15","6,000","12","개인","개인","2003","고잔로 18","-","직거래","-"
"209","경기도 부천시 원미구 중동","1079-2","1079","0002","블래스랜드","33.6000","202507","15","8,000","9","개인","개인","2005"," 317","-","중개거래","경기 부천시 원미구"
"210","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","29.5600","202507","15","74,000","42","개인","개인","2023","국제금융로 39","20250718","중개거래","서울 영등포구"
"211","서울특별시 중구 충무로5가","36-2","0036","0002","충무로엘크루메트로시티2","23.0300","202507","15","18,800","7","개인","개인","2016","퇴계로49길 14","-","중개거래","서울 중구"
"212","부산광역시 사하구 당리동","341-12","0341","0012","대훈아트룸","26.6400","202507","15","3,100","5","개인","법인","2003","낙동대로 368-1","-","중개거래","부산 동래구, 부산 사하구"
